sentence,question,set_id,type,answer,correct_option,correct_first_token,correct_probability,incorrect_option,incorrect_first_token,incorrect_probability,predicted_answer,is_correct_prediction
The child that the neighbor that the guest scared liked fell.,Who did the guest scare?,1,second_center_com,The neighbor,neighbor,71750,0.8524448275566101,child,3647,0.1475551873445511,Theneighborchildchildchild,False
The child that the neighbor that the guest scared liked fell.,Who did the neighbor like?,1,first_center_com,The child,child,3647,0.9651191234588623,guest,44547,0.03488088771700859,Thechildchildchildchild,False
"The child, who was liked by the neighbor scared by the guest, fell.",Who did the guest scare?,1,second_center_mid,The neighbor,neighbor,71750,0.07978201657533646,child,3647,0.9202179908752441,Thechildneighborchildneighbor,False
"The child, who was liked by the neighbor scared by the guest, fell.",Who did the neighbor like?,1,first_center_mid,The child,child,3647,0.9999997615814209,guest,44547,1.9068242806952185e-07,Thechildchildchildchild,False
"There is that neighbor scared by the guest, so the child, who was liked by the neighbor, fell.",Who did the guest scare?,1,second_center_sim,The neighbor,neighbor,71750,0.9996738433837891,child,3647,0.0003261483507230878,Theneighborchildchildchild,False
"There is that neighbor scared by the guest, so the child, who was liked by the neighbor, fell.",Who did the neighbor like?,1,first_center_sim,The child,child,3647,0.9999836683273315,guest,44547,1.628270729270298e-05,Thechildchildchildchild,False
"The child, who was liked by the neighbor, fell. The neighbor is the one scared by the guest.",Who did the guest scare?,1,second_center_sim_rev,The neighbor,neighbor,71750,0.9999231100082397,child,3647,7.692087820032611e-05,Theneighborchildneighborchild,False
"The child, who was liked by the neighbor, fell. The neighbor is the one scared by the guest.",Who did the neighbor like?,1,first_center_sim_rev,The child,child,3647,0.9999868869781494,guest,44547,1.3160451089788694e-05,Thechildchildchildchild,False
The man that the investigator that the journalist admired checked laughed.,Who did the journalist admire?,2,second_center_com,The investigator,investigator,70978,0.5736784338951111,man,1066,0.4263215959072113,Theinvestigatormanman,False
The man that the investigator that the journalist admired checked laughed.,Who did the investigator check?,2,first_center_com,The man,man,1066,0.917302668094635,journalist,195676,0.08269733935594559,Themanjournalistmanman,False
"The man, who was checked by the investigator admired by the journalist, laughed.",Who did the journalist admire?,2,second_center_mid,The investigator,investigator,70978,0.01822929084300995,man,1066,0.9817706942558289,Themaninvestigatorinvestig,False
"The man, who was checked by the investigator admired by the journalist, laughed.",Who did the investigator check?,2,first_center_mid,The man,man,1066,0.9993415474891663,journalist,195676,0.000658458040561527,Themanmanmanman,False
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the journalist admire?,2,second_center_sim,The investigator,investigator,70978,0.9980114698410034,man,1066,0.0019885008223354816,Theinvestigatormanman,False
"There is that investigator admired by the journalist, so the man, who was checked by the investigator, laughed.",Who did the investigator check?,2,first_center_sim,The man,man,1066,0.815232515335083,journalist,195676,0.18476751446723938,Themanjournalistmanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the journalist admire?,2,second_center_sim_rev,The investigator,investigator,70978,0.9990295171737671,man,1066,0.0009704617550596595,Theinvestigatormanman,False
"The man, who was checked by the investigator, laughed. The investigator is the one admired by the journalist.",Who did the investigator check?,2,first_center_sim_rev,The man,man,1066,0.9986586570739746,journalist,195676,0.0013412742409855127,Themanmanmanman,False
The thief that the mover that the architect knew surprised got caught.,Who did the architect know?,3,second_center_com,The mover,mover,69529,0.026861201971769333,thief,217818,0.9731387495994568,Thethiefthiefthiefthief,False
The thief that the mover that the architect knew surprised got caught.,Who did the mover surprise?,3,first_center_com,The thief,thief,217818,0.8140527606010437,architect,106944,0.1859472095966339,Thethiefthiefthiefthief,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the architect know?,3,second_center_mid,The mover,mover,69529,0.9999428987503052,thief,217818,5.713597420253791e-05,Themoverthiefthiefthief,False
"The thief, who was surprised by the mover known by the architect, got caught.",Who did the mover surprise?,3,first_center_mid,The thief,thief,217818,0.9999262094497681,architect,106944,7.382997864624485e-05,Thethiefthiefthiefthief,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the architect know?,3,second_center_sim,The mover,mover,69529,0.9999380111694336,thief,217818,6.192942237248644e-05,Themoverthiefthiefmover,False
"There is that mover known by the architect, so the thief, who was surprised by the mover, got caught.",Who did the mover surprise?,3,first_center_sim,The thief,thief,217818,0.9999779462814331,architect,106944,2.1996407667757012e-05,Thethiefthiefthiefthief,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the architect know?,3,second_center_sim_rev,The mover,mover,69529,0.999998927116394,thief,217818,1.1015954441973008e-06,Themoverthiefthiefthief,False
"The thief, who was surprised by the mover, got caught. The mover is the one known by the architect.",Who did the mover surprise?,3,first_center_sim_rev,The thief,thief,217818,0.9999862909317017,architect,106944,1.3657993804372381e-05,Thethiefthiefthiefthief,False
The student that the producer that the director hired preferred resigned.,Who did the director hire?,4,second_center_com,The producer,producer,65044,0.026255300268530846,student,16134,0.9737446904182434,Thestudentstudentstudentstudent,False
The student that the producer that the director hired preferred resigned.,Who did the producer prefer?,4,first_center_com,The student,student,16134,0.9979190230369568,director,43022,0.002080941805616021,Thestudentstudentstudentstudent,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the director hire?,4,second_center_mid,The producer,producer,65044,0.9972477555274963,student,16134,0.002752256579697132,Theproducerstudentstudentstudent,False
"The student, who was preferred by the producer hired by the director, resigned.",Who did the producer prefer?,4,first_center_mid,The student,student,16134,0.9999805688858032,director,43022,1.9487788449623622e-05,Thestudentstudentstudentstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the director hire?,4,second_center_sim,The producer,producer,65044,0.9998769760131836,student,16134,0.00012303364928811789,Theproducerstudentstudentstudent,False
"There is that producer hired by the director, so the student, who was preferred by the producer, resigned.",Who did the producer prefer?,4,first_center_sim,The student,student,16134,0.9996858835220337,director,43022,0.0003141173510812223,Thestudentstudentstudentstudent,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the director hire?,4,second_center_sim_rev,The producer,producer,65044,0.9999954700469971,student,16134,4.565970357361948e-06,Theproducerproducerproducerproducer,False
"The student, who was preferred by the producer, resigned. The producer is the one hired by the director.",Who did the producer prefer?,4,first_center_sim_rev,The student,student,16134,0.9999057054519653,director,43022,9.424379823030904e-05,Thestudentstudentstudentstudent,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the ambassador insult?,5,second_center_com,The assistant,assistant,105776,0.027169233188033104,technician,72400,0.9728307723999023,Thetechnicianassistanttechnic,False
The technician the assistant that the ambassador insulted found was scratched.,Who did the assistant find?,5,first_center_com,The technician,technician,72400,0.41111084818840027,ambassador,1944,0.5888891220092773,Theambassadortechnician,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the ambassador insult?,5,second_center_mid,The assistant,assistant,105776,1.1750976227631327e-05,technician,72400,0.9999881982803345,Thetechnicianianian,False
"The technician, who was found by the assistant insulted by the ambassador, was scratched.",Who did the assistant find?,5,first_center_mid,The technician,technician,72400,0.9997929930686951,ambassador,1944,0.00020703372138086706,Thetechnicianianian,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the ambassador insult?,5,second_center_sim,The assistant,assistant,105776,0.9983912110328674,technician,72400,0.0016087881522253156,Theassistantassistantassistantassistant,False
"There is that assistant insulted by the ambassador, so the technician, who was found by the assistant, was scratched.",Who did the assistant find?,5,first_center_sim,The technician,technician,72400,0.99952232837677,ambassador,1944,0.0004777256981469691,Thetechnicianianian,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the ambassador insult?,5,second_center_sim_rev,The assistant,assistant,105776,0.9996111989021301,technician,72400,0.0003888022620230913,Theassistantassistantassistantassistant,False
"The technician, who was found by the assistant, was scratched. The assistant is the one insulted by the ambassador.",Who did the assistant find?,5,first_center_sim_rev,The technician,technician,72400,0.9999877214431763,ambassador,1944,1.2314911145949736e-05,Thetechnicianianian,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the waiter slander?,6,second_center_com,The broadcaster,broadcaster,39214,0.5428633093833923,model,2516,0.45713675022125244,Thebroadcastermodelmodel,False
The model that the broadcaster that the waiter slandered recognized got famous.,Who did the broadcaster recognize?,6,first_center_com,The model,model,2516,0.7994422912597656,waiter,183126,0.200557678937912,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the waiter slander?,6,second_center_mid,The broadcaster,broadcaster,39214,0.9740919470787048,model,2516,0.02590801939368248,Thebroadcastermodelmodel,False
"The model, who was recognized by the broadcaster slandered by the waiter, got famous.",Who did the broadcaster recognize?,6,first_center_mid,The model,model,2516,0.9235923886299133,waiter,183126,0.07640768587589264,Themodelmodelmodelmodel,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the waiter slander?,6,second_center_sim,The broadcaster,broadcaster,39214,0.9991440773010254,model,2516,0.0008559006382711232,Thebroadcastermodelmodel,False
"There is that broadcaster slandered by the waiter, so the model, who was recognized by the broadcaster, got famous.",Who did the broadcaster recognize?,6,first_center_sim,The model,model,2516,0.9690324664115906,waiter,183126,0.03096751682460308,Themodelmodelmodelmodel,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the waiter slander?,6,second_center_sim_rev,The broadcaster,broadcaster,39214,0.9954836368560791,model,2516,0.004516425542533398,Thebroadcastermodelmodel,False
"The model, who was recognized by the broadcaster, got famous. The broadcaster is the one slandered by the waiter.",Who did the broadcaster recognize?,6,first_center_sim_rev,The model,model,2516,0.9998903274536133,waiter,183126,0.0001096437918022275,Themodelmodelmodelmodel,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the seller annoy?,7,second_center_com,The student,student,16134,0.025371313095092773,tourist,162042,0.974628746509552,Thetouriststudentstudenttourist,False
The tourist that the student that the seller annoyed escorted fell asleep.,Who did the student escort?,7,first_center_com,The tourist,tourist,162042,0.998221218585968,seller,36933,0.0017787249526008964,Thetouristsellersellertourist,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the seller annoy?,7,second_center_mid,The student,student,16134,0.9983611702919006,tourist,162042,0.0016388678923249245,Thestudentstudentstudentstudent,False
"The tourist, who was escorted by the student annoyed by the seller, fell asleep.",Who did the student escort?,7,first_center_mid,The tourist,tourist,162042,0.9999775886535645,seller,36933,2.2386475393432193e-05,Thetouristtouristtouristtourist,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the seller annoy?,7,second_center_sim,The student,student,16134,0.9970934391021729,tourist,162042,0.0029065124690532684,Thestudenttouristtouriststudent,False
"There is that student annoyed by the seller, so the tourist, who was escorted by the student, fell asleep.",Who did the student escort?,7,first_center_sim,The tourist,tourist,162042,0.9999771118164062,seller,36933,2.2872625777381472e-05,Thetouristtouristtouristtourist,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the seller annoy?,7,second_center_sim_rev,The student,student,16134,0.9992951154708862,tourist,162042,0.0007048390689305961,Thestudentstudentstudentstudent,False
"The tourist, who was escorted by the student, fell asleep. The student is the one annoyed by the seller.",Who did the student escort?,7,first_center_sim_rev,The tourist,tourist,162042,0.9999890327453613,seller,36933,1.1017488759534899e-05,Thetouristtouristtouristtourist,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the flight attendant delay?,8,second_center_com,The guide,guide,26229,0.11757213622331619,guy,19261,0.8824278712272644,Theguyguideguyguide,False
The guy that the guide that the flight attendant delayed amused calmed down.,Who did the guide amuse?,8,first_center_com,The guy,guy,19261,0.986151397228241,flight attendant,36531,0.013848611153662205,Theguyflight attendantguy,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the flight attendant delay?,8,second_center_mid,The guide,guide,26229,0.4736572504043579,guy,19261,0.5263427495956421,Theguyguideguyguide,False
"The guy, who was amused by the guide delayed by the flight attendant, calmed down.",Who did the guide amuse?,8,first_center_mid,The guy,guy,19261,0.9999923706054688,flight attendant,36531,7.67646633903496e-06,Theguyguyguyguy,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the flight attendant delay?,8,second_center_sim,The guide,guide,26229,0.9951089024543762,guy,19261,0.004891125950962305,Theguideguyguyguy,False
"There is that guide delayed by the flight attendant, so the guy, who was amused by the guide, calmed down.",Who did the guide amuse?,8,first_center_sim,The guy,guy,19261,0.9997602105140686,flight attendant,36531,0.00023980389232747257,Theguyflight attendantguy,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the flight attendant delay?,8,second_center_sim_rev,The guide,guide,26229,0.9988861680030823,guy,19261,0.001113839098252356,Theguideguyguyguy,False
"The guy, who was amused by the guide, calmed down. The guide is the one delayed by the flight attendant.",Who did the guide amuse?,8,first_center_sim_rev,The guy,guy,19261,0.9999982118606567,flight attendant,36531,1.760343138812459e-06,Theguyguyguyguy,False
The artist that the curator that the museum hired praised smiled.,Who did the museum hire?,10,second_center_com,The curator,curator,167910,0.8665847778320312,artist,28723,0.13341520726680756,Thecuratorartistartistcurator,False
The artist that the curator that the museum hired praised smiled.,Who did the curator praise?,10,first_center_com,The artist,artist,28723,0.9990144968032837,museum,49083,0.0009854888776317239,Theartistmuseummuseummuseum,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the museum hire?,10,second_center_mid,The curator,curator,167910,0.9999521970748901,artist,28723,4.776264904648997e-05,Thecuratorcuratorcuratorcurator,False
"The artist, who was praised by the curator hired by the museum, smiled.",Who did the curator praise?,10,first_center_mid,The artist,artist,28723,0.9999372959136963,museum,49083,6.26593828201294e-05,Theartistartistartistartist,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the museum hire?,10,second_center_sim,The curator,curator,167910,0.9995847344398499,artist,28723,0.00041528386645950377,Thecuratorcuratorcuratorcurator,False
"There is that curator hired by the museum, so the artist, who was praised by the curator, smiled.",Who did the curator praise?,10,first_center_sim,The artist,artist,28723,0.9998968839645386,museum,49083,0.00010310212383046746,Theartistmuseummuseumartist,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the museum hire?,10,second_center_sim_rev,The curator,curator,167910,0.999998927116394,artist,28723,1.0718816838561906e-06,Thecuratorcuratorcuratorcurator,False
"The artist, who was praised by the curator, smiled. The curator is the one hired by the museum.",Who did the curator praise?,10,first_center_sim_rev,The artist,artist,28723,0.9999227523803711,museum,49083,7.722191367065534e-05,Theartistartistartistartist,False
The child that the librarian that the author met liked smiled.,Who did the author meet?,11,second_center_com,The librarian,librarian,67178,0.995309054851532,child,3647,0.00469093257561326,Thelibrarianchildchild,False
The child that the librarian that the author met liked smiled.,Who did the librarian like?,11,first_center_com,The child,child,3647,0.9780517220497131,author,3849,0.021948255598545074,Thechildauthorauthorauthor,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the author meet?,11,second_center_mid,The librarian,librarian,67178,0.03934250399470329,child,3647,0.9606574773788452,Thechildchildchildchild,False
"The child, which was liked by the librarian met by the author, smiled.",Who did the librarian like?,11,first_center_mid,The child,child,3647,0.9999326467514038,author,3849,6.735481292707846e-05,Thechildchildchildchild,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the author meet?,11,second_center_sim,The librarian,librarian,67178,0.9999649524688721,child,3647,3.5081120586255565e-05,Thelibrarianchildchild,False
"There is that librarian met by the author, so the child, which was liked by the librarian, smiled.",Who did the librarian like?,11,first_center_sim,The child,child,3647,0.998275876045227,author,3849,0.0017240936867892742,Thechildchildchildchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the author meet?,11,second_center_sim_rev,The librarian,librarian,67178,0.9999934434890747,child,3647,6.540436970681185e-06,Thelibrarianchildchild,False
"The child, who was liked by the librarian, smiled. The librarian is the one met by the author.",Who did the librarian like?,11,first_center_sim_rev,The child,child,3647,0.9996267557144165,author,3849,0.00037318372051231563,Thechildchildchildchild,False
The singer that the manager that the producer hired promoted performed.,Who did the producer hire?,12,second_center_com,The manager,manager,14793,0.018546564504504204,singer,119599,0.9814534187316895,Thesingermanagermanagermanager,False
The singer that the manager that the producer hired promoted performed.,Who did the manager promote?,12,first_center_com,The singer,singer,119599,0.9992671608924866,producer,65044,0.0007328961510211229,Thesingerproducerproducerproducer,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the producer hire?,12,second_center_mid,The manager,manager,14793,0.8647679686546326,singer,119599,0.1352320909500122,Themanagermanagermanagermanager,False
"The singer, who was promoted by the manager hired by the producer, performed.",Who did the manager promote?,12,first_center_mid,The singer,singer,119599,0.9999872446060181,producer,65044,1.2780488759744912e-05,Thesingerproducerproducerproducer,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the producer hire?,12,second_center_sim,The manager,manager,14793,0.9986560344696045,singer,119599,0.0013438930036500096,Themanagermanagermanagermanager,False
"There is that manager hired by the producer, so the singer, who was promoted by the manager, performed.",Who did the manager promote?,12,first_center_sim,The singer,singer,119599,0.9999903440475464,producer,65044,9.666109690442681e-06,Thesingersingersingersinger,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the producer hire?,12,second_center_sim_rev,The manager,manager,14793,0.9988030195236206,singer,119599,0.0011969192419201136,Themanagermanagermanagermanager,False
"The singer, who was promoted by the manager, performed. The manager is the one hired by the producer.",Who did the manager promote?,12,first_center_sim_rev,The singer,singer,119599,0.9999884366989136,producer,65044,1.154622259491589e-05,Thesingerproducerproducerproducer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the director hire?,13,second_center_com,The photographer,photographer,214084,0.9852146506309509,dancer,211681,0.014785408042371273,Thephotographerphotographerdancerdancer,False
The dancer that the photographer that the director hired photographed bowed.,Who did the photographer photograph?,13,first_center_com,The dancer,dancer,211681,0.9998759031295776,director,43022,0.00012405145389493555,Thedancerdirectordirectordirector,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the director hire?,13,second_center_mid,The photographer,photographer,214084,0.998816728591919,dancer,211681,0.0011832796735689044,Thephotographerphotographerphotographerphotographer,False
"The dancer, who was photographed by the photographer hired by the director, bowed.",Who did the photographer photograph?,13,first_center_mid,The dancer,dancer,211681,0.999996542930603,director,43022,3.4668328225961886e-06,Thedancerdancerdancerdancer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the director hire?,13,second_center_sim,The photographer,photographer,214084,0.9997066855430603,dancer,211681,0.000293296470772475,Thephotographerphotographerphotographerphotographer,False
"There is that photographer hired by the director, so the dancer, who was photographed by the photographer, bowed.",Who did the photographer photograph?,13,first_center_sim,The dancer,dancer,211681,0.9999889135360718,director,43022,1.1060608812840655e-05,Thedancerdancerdancerdancer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the director hire?,13,second_center_sim_rev,The photographer,photographer,214084,0.9999843835830688,dancer,211681,1.5628384062438272e-05,Thephotographerphotographerphotographerphotographer,False
"The dancer, who was photographed by the photographer, bowed. The photographer is the one hired by the director.",Who did the photographer photograph?,13,first_center_sim_rev,The dancer,dancer,211681,0.9999535083770752,director,43022,4.6474400733131915e-05,Thedancerdancerdancerdancer,False
The baker that the chef that the manager appointed scolded left.,Who did the manager appoint?,14,second_center_com,The chef,chef,42126,0.15974101424217224,baker,141775,0.8402590155601501,Thebakerchefchefchef,False
The baker that the chef that the manager appointed scolded left.,Who did the chef scold?,14,first_center_com,The baker,baker,141775,0.9999611377716064,manager,14793,3.8831109122838825e-05,Thebakermanagermanagermanager,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the manager appoint?,14,second_center_mid,The chef,chef,42126,0.993854820728302,baker,141775,0.006145091727375984,Thechefchefchefchef,False
"The baker, who was scolded by the chef appointed by the manager, left.",Who did the chef scold?,14,first_center_mid,The baker,baker,141775,0.9999995231628418,manager,14793,4.945924843013927e-07,Thebakermanagermanagermanager,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the manager appoint?,14,second_center_sim,The chef,chef,42126,0.999077320098877,baker,141775,0.0009226803085766733,Thechefchefchefchef,False
"There is that chef appointed by the manager, so the baker, who was scolded by the chef, left.",Who did the chef scold?,14,first_center_sim,The baker,baker,141775,0.9999995231628418,manager,14793,5.142948111824808e-07,Thebakerbakerbakerbaker,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the manager appoint?,14,second_center_sim_rev,The chef,chef,42126,0.9998067021369934,baker,141775,0.0001932621671585366,Thechefchefchefchef,False
"The baker, who was scolded by the chef, left. The chef is the one appointed by the manager.",Who did the chef scold?,14,first_center_sim_rev,The baker,baker,141775,0.9999992847442627,manager,14793,7.600781941619061e-07,Thebakermanagermanagermanager,False
The athlete that the coach that the reporter interviewed loved won.,Who did the reporter interview?,15,second_center_com,The coach,coach,49790,0.9257686138153076,athlete,122392,0.07423136383295059,Thecoachathletecoachathlete,False
The athlete that the coach that the reporter interviewed loved won.,Who did the coach love?,15,first_center_com,The athlete,athlete,122392,0.9999667406082153,reporter,88312,3.3214189897989854e-05,Theathleteathleteathleteathlete,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the reporter interview?,15,second_center_mid,The coach,coach,49790,0.8504685759544373,athlete,122392,0.14953137934207916,Thecoachathletecoachathlete,False
"The athlete, who was loved by the coach interviewed by the reporter, won.",Who did the coach love?,15,first_center_mid,The athlete,athlete,122392,0.999998927116394,reporter,88312,1.0635402531988802e-06,Theathleteathleteathleteathlete,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the reporter interview?,15,second_center_sim,The coach,coach,49790,0.9997733235359192,athlete,122392,0.00022671242186333984,Thecoachcoachcoachcoach,False
"There is that coach interviewed by the reporter, so the athlete, who was loved by the coach, won.",Who did the coach love?,15,first_center_sim,The athlete,athlete,122392,0.9999939203262329,reporter,88312,6.096360266383272e-06,Theathleteathleteathleteathlete,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the reporter interview?,15,second_center_sim_rev,The coach,coach,49790,0.9810219407081604,athlete,122392,0.01897803694009781,Thecoachcoachcoachcoach,False
"The athlete, who was loved by the coach, won. The coach is the one interviewed by the reporter.",Who did the coach love?,15,first_center_sim_rev,The athlete,athlete,122392,0.9999991655349731,reporter,88312,8.920993082028872e-07,Theathleteathleteathleteathlete,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the manager promote?,16,second_center_com,The engineer,engineer,122711,0.06097518280148506,programmer,233809,0.939024806022644,Theprogrammerengineerengineerengineer,False
The programmer that the engineer that the manager promoted collaborated with laughed.,Who did the engineer collaborate with?,16,first_center_com,The programmer,programmer,233809,0.9966885447502136,manager,14793,0.0033115192782133818,Theprogrammermanagermanagermanager,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the manager promote?,16,second_center_mid,The engineer,engineer,122711,0.9944934844970703,programmer,233809,0.005506583955138922,Theengineerengineerengineerengineer,False
"The programmer, who collaborated with the engineer promoted by the manager, laughed.",Who did the engineer collaborate with?,16,first_center_mid,The programmer,programmer,233809,0.9999839067459106,manager,14793,1.606160913070198e-05,Theprogrammermanagermanagermanager,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the manager promote?,16,second_center_sim,The engineer,engineer,122711,0.999972939491272,programmer,233809,2.710880471568089e-05,Theengineerengineerengineerengineer,False
"There is that engineer promoted by the manager, so the programmer, who collaborated with the engineer, laughed.",Who did the engineer collaborate with?,16,first_center_sim,The programmer,programmer,233809,0.999991774559021,manager,14793,8.171549779945053e-06,Theprogrammermanagermanagerprogrammer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the manager promote?,16,second_center_sim_rev,The engineer,engineer,122711,0.9997588992118835,programmer,233809,0.0002410950546618551,Theengineerengineerengineerengineer,False
"The programmer, who collaborated with the engineer, laughed. The engineer is the one promoted by the manager.",Who did the engineer collaborate with?,16,first_center_sim_rev,The programmer,programmer,233809,0.9999442100524902,manager,14793,5.583975143963471e-05,Theprogrammermanagermanagermanager,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the parent blame?,17,second_center_com,The principal,principal,45105,0.012722709216177464,teacher,35106,0.9872773289680481,Theteacherprincipalteacherprincipal,False
The teacher that the principal that the parent blamed scolded resigned.,Who did the principal scold?,17,first_center_com,The teacher,teacher,35106,0.9939143061637878,parent,3474,0.006085737142711878,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the parent blame?,17,second_center_mid,The principal,principal,45105,4.665628875955008e-05,teacher,35106,0.9999533891677856,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal blamed by the parent, resigned.",Who did the principal scold?,17,first_center_mid,The teacher,teacher,35106,0.9999828338623047,parent,3474,1.719795363896992e-05,Theteacherteacherteacherteacher,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the parent blame?,17,second_center_sim,The principal,principal,45105,0.9997860789299011,teacher,35106,0.00021396955708041787,Theprincipalteacherteacherprincipal,False
"There is that principal blamed by the parent, so the teacher, who was scolded by the principal, resigned.",Who did the principal scold?,17,first_center_sim,The teacher,teacher,35106,0.9997960925102234,parent,3474,0.00020392413716763258,Theteacherteacherteacherteacher,False
"The teacher, who was scolded by the principal, resigned. The principal is the one blamed by the parent.",Who did the parent blame?,17,second_center_sim_rev,The principal,principal,45105,0.9996545314788818,teacher,35106,0.0003454853140283376,Theprincipalteacherteacherprincipal,False
